Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"
"Paola Massari, Jay Gunawardana, Xiuping Liu, and Lee M. Wetzler"	Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independent Manner__	"Infect. Immun. Mar. 2010, p. 994–1003 Vol. 78, No. 3"	10.1128/IAI.00156-09	2010	IAI			1		"Duplicated blot panels, different exposure"	1	7/8/2015		1		1
"Min-Hee Cho, Hae-Jeong Ahn, Hyun-Joon Ha, Jungchan Park, Jeong-Hoon Chun, Bong-Su Kim, Hee-Bok Oh, and Gi-eun Rhie"	Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiated THP-1 and Human Monocyte-Derived Dendritic Cells__	"Infect. Immun. Mar. 2010, p. 994–1003 Vol. 78, No. 3"	10.1128/IAI.00956-09	2010	IAI			1		"Multiple cases of duplicated blots, stretched"	1				1	1
"Yuan Du, Tomomi Hashizume, Tomoko Kurita-Ochiai, Satoshi Yuzawa, Yoshimitsu Abiko, and Masafumi Yamamoto"	Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__	"Infect. Immun. Feb. 2011, p. 895–904 Vol. 79, No. 2"	10.1128/IAI.01203-10	2011	IAI		1			"Duplicated FACS plots, multiple cases"	1	10/15/2015		1		1
"Eva Hervet, Xavier Charpentier, Anne Vianney, Jean-Claude Lazzaroni, Christophe Gilbert, Daniele Atlan, and Patricia Doublet"	Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recruitment and Intracellular Replication of Legionella pneumophila__	"Infect. Immun. May 2011, p. 1936–1950 Vol. 79, No. 5"	10.1128/IAI.00805-10	2011	IAI			1		"Duplicated blot strips, stretched"	1	7/8/2015		1		1
"Asim A. Siddiqui, Jia Xainli, Jesse Schloegel, Lenore Carias, Francis Ntumngia, Menachem Shoham, Joanne L. Casey, Michael Foley, John H. Adams, and Christopher L. King"	Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen on Human Erythrocytes	"Infect. Immun. 2012, 80(8):2920"	10.1128/IAI.00206-12	2012	IAI			1		"duplicated, shifted, rotated blot strips/lanes"	1	6/1/2015	1			1
"Balamayooran Theivanthiran, Sanjay Batra, Gayathriy Balamayooran, Shanshan Cai, Koichi Kobayashi, Richard A. Flavell, and Samithamby Jeyaseelan"	NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection	"Infect. Immun. 2012, 80(7):2558"	10.1128/IAI.06230-11	2012	IAI			1		"duplicated, shifted blot panels"	1	5/1/2015	1			1
"Javier Santander, Greg Golden, Soo-Young Wanda, and Roy Curtiss III"	Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host	"Infect. Immun. 2012, 80(8):2689"	10.1128/IAI.00013-12	2012	IAI			1		rotated duplicated colony photo	1	12/1/2015		1		1
"Kaitlyn Morse, Junzo Norimine, Guy H. Palmer, Eric L. Sutten, Timothy V. Baszler, and Wendy C. Brown"	"Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale"	"Infect. Immun. 2012, 80(1):215"	10.1128/IAI.05798-11	2012	IAI			1		"duplicated blot strips, slightly shifted"	1				1	1
"Wael Abdel Halim Hegazy, Xin Xu, Leonid Metelitsa, and Michael Hensel"	Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Heterologous Vaccine Antigens	"Infect. Immun. 2012, 80(3):1193"	10.1128/IAI.06056-11	2012	IAI		1			"duplicated gel panels, exact duplicate"	1			1		1
"Yun Sun, Wen-Jiang Zheng, Yong-Hua Hu, Bo-Guang Sun, and Li Sun"	"Edwardsiella tarda Eta1, an In Vivo-Induced Antigen That Is Involved in Host Infection"	"Infect. Immun. 2012, 80(8):2948"	10.1128/IAI.00063-12	2012	IAI			1		"very similar negative microscopy images, very similar cell grouping in other image"	1				1	1
"Carlos J. Blondel, Juan C. Jime_nez, Lorenzo E. Leiva, Sergio A. Álvarez, Bernardo I. Pinto, Francisca Contreras, David Pezoa, Carlos A. Santiviago, and Inés Contrerasnd"	The Type VI Secretion System Encoded in Salmonella Pathogenicity Island 19 Is Required for Salmonella enterica Serotype Gallinarum Survival within Infected Macrophages	"Infect. Immun. 2013, 81(4):1207"	10.1128/IAI.01165-12	2013	IAI			1		duplicated/mirrored blot panels (negative blots)	1	10/1/2015		1		1
"Kelei Zhao, Xin Deng, Chuan He, Bisong Yue, and Min Wu"	Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-Like Receptor 4 Signaling Pathway	"Infect. Immun. 2013, 81(12):4509"	10.1128/IAI.01008-13	2013	IAI				1	"duplicated blots, shifted, band duplicated within same panel"	1	5/1/2015	1			1
"Whitney M. Amyot, Dennise deJesus, and Ralph R. Isberg "	Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila Icm/Dot System	"Infect. Immun. 2013, 81(9):3239. DOI: 10.1128/IAI.00552-13"	10.1128/IAI.00552-13	2013	IAI		1			"duplicated gel panels, exact duplicate"	1	10/1/2014		1		1
"Xianqiong Zou, Brent S. Sorenson, Karen F. Ross, and Mark C. Herzberg"	Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections	"Infect. Immun. 2013, 81(11):3975"	10.1128/IAI.00539-13	2013	IAI		1			"duplicated actin blot panels, exact"	1	3/1/2015		1		1
"Xiucai Xu, Tingting Liu, Aimei Zhang, Xingxing Huo, Qingli Luo, Zhaowu Chen, Li Yu, Qing Li, Lili Liu, Zhao-rong Lun, and Jilong Shen"	"Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress via Activation of Caspase-12, CHOP and the JNK Pathway in Toxoplasma gondii Infection in Mice"	"Infect. Immun. 2012, 80(6):2121"	10.1128/IAI.06295-11	2013	IAI				1	"duplicated FACS plots, one pair exact, other possibly altered, duplicated blot panels, flipped"	1	4/1/2015	1			1
"Jiale Ma, Yinli Bao, Min Sun, Wenyang Dong, Zihao Pan, Wei Zhang, Chengping Lu, Huochun Yao"	Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Different Pathogenic Pathways	"Infection, and Immunity, September 2014 Volume 82 Number 9 p. 3867–3879"	10.1128/IAI.01769-14	2014	IAI				1	Duplicated lanes within same blot	1	7/8/2015		1		1
"N. Zhi, N. Ohashi, Y. Rikihisa, H. W. Horowitz, G. P. Wormser, and K. Hechemy"	Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis	"J. Clin. Microbiol. 1998, 36(6):1666-1673"	PMID: 9620397 	1998	JCM		1			duplication of whole blot?	1				1	1
"Michael Waters, Amanda Savoie, Helen S. Garmory, Dawn Bueschel, Michel R. Popoff, J. Glenn Songer, Richard W. Titball, Bruce A. McClane, and Mahfuzur R. Sarker"	Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with Gastrointestinal Diseases in Piglets	"J. Clin. Microbiol. 2003, 41(8):3584"	10.1128/JCM.41.8.3584-3591.2003	2003	JCM	1			1	bands in gel appear to be spliced in	1				1	1
"Sou-Ichi Makino, Toru Tobe, Hiroshi Asakura, Masahisa Watarai, Testuya Ikeda, Koichi Takeshi, and Chihiro Sasakawa"	Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains	"J. Clin. Microbiol. 2003, 41(6):2341"	10.1128/JCM.41.6.2341-2347.2003	2003	JCM	1			1	"repetitive bands, and background in gel panel"	1				1	1
"Chung-ming Chu, Patrick C. Y. Woo, Ken T. K. Chong, Wah-shing Leung, Veronica L. Chan, and Kwok-yung Yuen"	Association of Presence of Aspergillus Antibodies with Hemoptysis in Patients with Old Tuberculosis or Bronchiectasis but No Radiologically Visible Mycetoma	"J. Clin. Microbiol. 2004, 42(2):665"	10.1128/JCM.42.2.665-669.2004	2004	JCM		1			multiple duplications of negative blot strips	1				1	1
"Patrick C. Y. Woo, Susanna K. P. Lau, Beatrice H. L. Wong, Kwok-Hung Chan, Wai-Ting Hui, Grace S. W. Kwan, J. S. Malik Peiris, Robert B. Couch, and Kwok-Yung Yuen"	False-Positive Results in a Recombinant Severe Acute Respiratory Syndrome-Associated Coronavirus (SARS-CoV) Nucleocapsid Enzyme-Linked Immunosorbent Assay Due to HCoV-OC43 and HCoV-229E Rectified by Western Blotting with Recombinant SARS-CoV Spike Polypeptide	"J. Clin. Microbiol. 2004, 42(12):5885"	10.1128/JCM.42.12.5885-5888.2004	2004	JCM		1			two similar looking western blot strips	1				1	1
"Wulamu Mamuti, Hiroshi Yamasaki, Yasuhito Sako, Minoru Nakao, Ning Xiao, Kazuhiro Nakaya, Naoki Sato, Dominique A. Vuitton, Renaud Piarroux, Marshall W. Lightowlers, Philip S. Craig, and Akira Ito"	"Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B from Echinococcus multilocularis"	"J. Clin. Microbiol. 2004, 42(3):1082"	10.1128/JCM.42.3.1082-1088.2004	2004	JCM		1			duplication of whole panel?	1				1	1
"Jean-Philippe Lavigne, He_lène Marchandin, Nicole Bouziges, and Albert SottoS"	First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe	"J. Clin. Microbiol. 2005, 43(7):3512. DOI: 10.1128/JCM.43.7.3512-3515.2005"	10.1128/JCM.43.7.3512-3515.2005	2005	JCM				1	gel panel appears to have patches	1				1	1
"Michael Waters, Deepa Raju, Helen S. Garmory, Michel R. Popoff, and Mahfuzur R. Sarker"	Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases	"J. Clin. Microbiol. 2005, 43(8):4002"	10.1128/JCM.43.8.4002-4009.2005	2005	JCM	1			1	"duplicated background, pasted-in bands?"	1				1	1
"Ana Mena, Virginia Plasencia, Laura Garci_a, Olga Hidalgo, José Ignacio Ayestarán, Sebastián Alberti, Nuria Borrell, José L. Pérez, and Antonio OliverW. Li"	Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leading to In Vivo Carbapenem Resistance Development	"J. Clin. Microbiol. 2006, 44(8):2831"	10.1128/JCM.00418-06	2006	JCM				1	duplicated bands within same gel panel	1				1	1
"Henry E. Cerny, Douglas G. Rogers, Jeffrey T. Gray, David R. Smith, and Susanne Hinkley"	"Effects of Moraxella (Branhamella) ovis Culture Filtrates on Bovine Erythrocytes, Peripheral Mononuclear Cells and Corneal Epithelial Cells"	"J. Clin. Microbiol. 2006, 44(3):772"	10.1128/JCM.44.3.772-776.2006	2006	JCM		1			duplicated microscopy panel	1				1	1
"Suharni Mohamad, Norhaida Che Azmi, and Rahmah Noordin"	"Development and Evaluation of a Sensitive and Specific Assay for Diagnosis of Human Toxocariasis by Use of Three Recombinant Antigens (TES-26, TES-30USM and TES-120)"	"J. Clin. Microbiol. 2009, 47(6):1712. DOI: 10.1128/JCM.00001-09"	10.1128/JCM.00001-09	2009	JCM	1			1	2 adjacent lanes in same panel look very similar when one is stretched (multiplecases)	1				1	1
"Adis Tasanarong, Supranee Kongkham, and Sookkasem Khositseth"	Dual Inhibiting Senescence and Epithelial-to-Mesenchymal Transition by Erythropoietin Preserve Tubular Epithelial Cell Regeneration and Ameliorate Renal Fibrosis in Unilateral Ureteral Obstruction	"BioMed Research International - Volume 2013, Article ID 308130 "	10.1155/2013/308130	2013				1		Overlapping microscopy images	1	3/19/2017		1		1
"Anahita Rahmani, Danial Kheradmand, Peyman Keyhanvar, Alireza Shoae-Hassani, and Amir Darbandi-Azar"	Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells	"BioMed Research International, Volume 2013, Article ID 582526"	10.1155/2013/582526	2013				1	Paul Higgins	Rotated microscopy images	1	2/1/2015		1		1
"Gurbet Celik, Asli Semiz, Serdar Karakurt, Sevki Arslan, Orhan Adali, and Alaattin Sen"	A Comparative Study for the Evaluation of Two Doses of Ellagic Acid on Hepatic Drug Metabolizing and Antioxidant Enzymes in the Rat	"BioMed Research International Volume 2013, Article ID 358945"	10.1155/2013/358945	2013			1			Multiple cases of reused blot panels	1	12/1/2014		1		1
"Young-Man Lee, Q-Schick Auh, Deok-Won Lee, Jun-Yeol Kim, Ha-Jin Jung, Seung-Ho Lee, and Eun-Cheol Kim"	Involvement of Nrf2-Mediated Upregulation of Heme Oxygenase-1 in Mollugin-Induced Growth Inhibition and Apoptosis in Human Oral Cancer Cells	"BioMed Research International Volume 2013, Article ID 210604"	10.1155/2013/210604	2013		1	1		George Perry	"Several cuts, reused blot panel"	1	7/1/2014		1		1
"Chih-Zen Chang, Shu-Chuan Wu, and Aij-Lie Kwan"	"Magnesium Lithospermate B, an Active Extract of Salvia miltiorrhiza, Mediates sGC/cGMP/PKG Translocation in Experimental Vasospasm"	"BioMed Research International, Volume 2014, Article ID 272101"	10.1155/2014/272101	2014				1		"Two sets of duplicated blot panels, one rotated"	1	1/12/2016		1		1
"Jaeson Santos Calla-Choque, Elisa Elvira Figueroa-Angulo, Leticia A_vila-González, and Rossana Arroyoi"	__-Actinin TvACTN3 of Trichomonas vaginalis Is an RNA-Binding Protein That Could Participate in Its Posttranscriptional Iron Regulatory Mechanism	"BioMed Research International Volume 2014, Article ID 424767"	10.1155/2014/424767	2014			1			Multiple cases of reused blot strips	1	5/23/2016		1		1
"Li Han, Yafeng Wang, Xiaojuan Guo, Yubing Zhou, Jingmin Zhang, Ning Wang, Jinhua Jiang, Fang Ma, and Qingduan Wang"	Downregulation of MDR1 Gene by Cepharanthine Hydrochloride Is Related to the Activation of c-Jun/JNK in K562/ADR Cells	"BioMed Research International, Volume 2014, Article ID 164391"	10.1155/2014/164391	2014				1		Shifted actin blot panels	1	12/5/2016	1			1
"Silvana Lorena Della Penna, Gabriel Cao, Andrea Carranza, Elsa Zotta, Susana Gorzalczany, Carolina Susana Cerrudo, Natalia Luci_a Rukavina Mikusic, Alicia Correa, Verónica Trida, Jorge Eduardo Toblli, María Inés Rosón, and Belisario Enrique Fernándezlypep"	Renal Overexpression of Atrial Natriuretic Peptide and Hypoxia Inducible Factor-1__ as Adaptive Response to a High Salt Diet	"BioMed Research International, Volume 2014, Article ID 936978"	10.1155/2014/936978	2014			1			"Duplicated microscopy images, and other panels taken from previous paper"	1	9/1/2014		1		1
"Mao-Lin Ho, Yih-Shou Hsieh, Jia-Yuh Chen, Kuo-Shuen Chen, Jia-Jing Chen, Wu-Hsien Kuo, Shu-Jiuan Lin, and Pei-Ni Chen"	Antimetastatic Potentials of Dioscorea nipponica on Melanoma In Vitro and In Vivo	"Evidence-Based Complementary, and Alternative Medicine, Volume 2011, Article ID 507920"	10.1155/2011/507920	2011				1		Two sets of rotated microscopy images	1	11/11/2015		1		1
"Chao-Bin Yeh, Ming-Ju Hsieh, Yih-Shou Hsieh, Ming-Hsien Chien, Pen-Yuan Lin, Hui-Ling Chiou, and Shun-Fa Yang"	Terminalia catappa Exerts Antimetastatic Effects on Hepatocellular Carcinoma through Transcriptional Inhibition of Matrix Metalloproteinase-9 by Modulating NF-_B and AP-1 Activity	"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 595292"	10.1155/2012/595292	2012				1		overlapping microscopy images	1	11/15/2015		1		1
"Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu"	"Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways"	"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415"	10.1155/2012/378415	2012			1			Duplicated 0h microscopy images	1	12/2/2012		1		1
"Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin"	Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway	"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578"	10.1155/2012/732578	2012			1			Duplicated microscopy panels	1	1/6/2016		1		1
"Chiung-Chyi Shen, Yi-Chin Yang, Ming-Tsang Chiao, Shiuh-Chuan Chan, and Bai-Shuan Liu"	Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats	"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906"	10.1155/2013/594906	2013				1		shifted GAPDH panels	1	12/10/2015		1		1
"Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim"	Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK	"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245"	10.1155/2013/467245	2013		1		1		Multiple cases of shifted or rotated blot panels	1	9/3/2014		1		1
"Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam"	Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes	"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081"	10.1155/2013/938081	2013					1	Same band seen twice in one blot strip	1	6/21/2016		1		1
"Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao"	Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells	"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857"	10.1155/2014/640857	2014					1	Possibly manipulated FACS images	1	11/9/2015		1		1
"Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang"	Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury	"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340"	10.1155/2014/989340	2014				1		overlapping microscopy images	1	11/11/2015		1		1
"Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci"	The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro	"Int. J. Cancer: 133, 247–252 (2013)"	10.1002/ijc.27989	2013			1			Duplicated control blot panel	1	8/7/2015		1		1
"Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu"	RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis	"Int. J. Cancer: 133, 275–286 (2013) "	10.1002/ijc.28032	2013				1		Overlapping microscopy images	1	7/1/2015		1		1
"Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher"	Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24	"Int. J. Cancer: 133, 2726–2736 (2013)"	10.1002/ijc.28289	2013				1		Overlapping microscopy images	1	4/15/2016		1		1
"Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko"	Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis	"Int. J. Cancer: 133, 43–58 (2013) "	10.1002/ijc.28001	2013				1		"Reused blot, shifted, other protein"	1	8/7/2015		1		1
"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci"	HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker	"Int. J. Cancer: 133, 2650–2661 (2013)"	10.1002/ijc.28280	2013					1	"Reused lanes, possibly duplicated lanes"	1	8/7/2015		1		1
"Jing Huang, Xianghua Ye, Jian Guan, Bin Chen, Qisheng Li, Xiaokang Zheng, Laiyu Liu, Shuang Wang, Yanqing Ding, Yi Ding, and Longhua Chen"	Tiam1 is associated with hepatocellular carcinoma metastasis	"Int. J. Cancer: 132, 90–100 (2013)"	10.1002/ijc.27627	2013				1		Overlapping microscopy images; multiple cases	1	8/7/2015		1		1
"Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi"	"c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibition, endoplasmic reticulum stress increase and Notch down-regulation"	"Int. J. Cancer: 132, 1940–1953 (2013)"	10.1002/ijc.27863	2013				1		"Duplicated FACS panels, but different gating numbers"	1	8/7/2015		1		1
"Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe"	Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors	"Int. J. Cancer: 132, 795–806 (2013)"	10.1002/ijc.27730	2013			1			Duplicated microscopy images	1	7/1/2015		1		1
"Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen"	Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells	"Int. J. Cancer: 132, 2270–2282 (2013)"	10.1002/ijc.27927	2013				1		Multiple cases of overlapping microscopy images	1	7/1/2015	1			1
"Jing Hu, Holly Deng, and Eileen A. Friedman"	"Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition"	"Int. J. Cancer: 132, 2258–2269 (2013)"	10.1002/ijc.27917	2013				1		"Duplicated FACS panels, but different gating numbers"	1	7/1/2015		1		1
"R. van Gelderen, J. Carson, N. Gudkovs, and B. Nowak"	Physical characterisation of Tenacibaculum maritimum for vaccine development	"Journal of Applied Microbiology 2010, 109:1668–1676"	10.1111/j.1365-2672.2010.04795.x	2010			1			Multiple cases of duplicated blot strips	1				1	1
"Robert P. Ryan, Jean Lucey, Karen O’Donovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, and J. Maxwell Dow"	HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa	"Environmental Microbiology (2009) 11(5), 1126–1136"	10.1111/j.1462-2920.2008.01842.x	2009				1		"Duplicated pic of agar plate, but different exposure."	1	2/23/2016		1		1
"Laurent Guillon, Maher El Mecherki, Stephan Altenburger, Peter L. Graumann, and Isabelle J. Schalk"	High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa: clustering of PvdA at the old cell poleemi_274	"Environmental Microbiology (2012) 14(8), 1982–1994"	10.1111/j.1462-2920.2012.02741.x	2012			1			Duplicated set of images - most likely an error	1	2/23/2016		1		1
"Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen"	Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse	"Environmental Microbiology (2012) 14(10), 2788–2799"	10.1111/j.1462-2920.2012.02788.x	2012			1			Multiple cases of duplicated blot panels	1	2/23/2016		1		1
"Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono"	Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy	"Microbiol. Immunol., 48(4), 289–295, 2004"	10.1111/j.1348-0421.2004.tb03525.x	2004			1			"Duplicated blot strips, two cases"	1				1	1
"Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, and Shiro Kato"	Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test	"Microbiol. Immunol., 49(3), 219–225, 2005"	10.1111/j.1348-0421.2005.tb03723.x	2005					1	"Possible patches in microscopy, possible duplicated lanes"	1			1		1
"Kotla Siva Reddy, Dowlathabad. Muralidhar Rao, Hosur Joyappa Dechamma, Veluvarthy V.S. Suryanarayana, and Golla Ramalinga Reddy"	Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity	Microbiol Immunol 2010; 54: 564–567	10.1111/j.1348-0421.2010.00241.x	2010					1	Marker bands all identical?	1				1	1
"H. Liu, D. Gu, L. Sheng, Q. Wang, and Y. Zhang"	"Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease Asp production in Vibrio alginolyticus with modified Gateway-compatible plasmids"	"Letters in Applied Microbiology 55, 73–81, 2012"	10.1111/j.1472-765X.2012.03263.x	2012					1	duplicated blot panel	1				1	1
"Sandrine Koechler, Jessica Cleiss-Arnold, Caroline Proux, Odile Sismeiro, Marie-Agne_s Dillies, Florence Goulhen-Chollet, Florence Hommais, Didier Lièvremont, Florence Arsène-Ploetze, Jean-Yves Coppée, Philippe N Bertin Gi"	Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans	BMC Microbiology 2010	10.1186/1471-2180-10-53	2010			1			"Duplicated blot strips, multiple cases"	1	3/28/2017		1		1
"Scarlett R Holdsworth, and Christopher J Law"	Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH homeostasis in Escherichia coli	"BMC Microbiology 2013, 13:113"	10.1186/1471-2180-13-113	2013				1		Overlapping images of colony panels	1	4/12/2017		1		1
"Daniel C Kraushaar, Wenfei Jin, Alika Maunakea, Brian Abraham, Misook Ha, and Keji Zhao"	Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3	"Genome Biology 2013, 14:R121"	10.1186/gb-2013-14-10-r121	2013			1			duplicated microscopy panel; might be error	1			1		1
